Field=#~Integer~#~50|Field=Comment~String~Comment~100|Field=Description~String~Description~100|Field=Designator~String~Designator~100|Field=Footprint~String~Footprint~100|Field=LibRef~String~LibRef~100|Field=PartNumber~String~PartNumber~100|Field=Quantity~Integer~Quantity~100|Field=Manufacturer 2~String~Manufacturer 2~100|Field=Manufacturer 3~String~Manufacturer 3~100|Field=Manufacturer Part Number 2~String~Manufacturer Part Number 2~100|Field=Manufacturer Part Number 3~String~Manufacturer Part Number 3~100|Field=Supplier 2~String~Supplier 2~100|Field=Supplier 3~String~Supplier 3~100|Field=Supplier Currency 2~String~Supplier Currency 2~100|Field=Supplier Currency 3~String~Supplier Currency 3~100|Field=Supplier Order Qty 2~Integer~Supplier Order Qty 2~100|Field=Supplier Order Qty 3~Integer~Supplier Order Qty 3~100|Field=Supplier Part Number 2~String~Supplier Part Number 2~100|Field=Supplier Part Number 3~String~Supplier Part Number 3~100|Field=Supplier Stock 2~String~Supplier Stock 2~100|Field=Supplier Stock 3~String~Supplier Stock 3~100|Field=Supplier Subtotal 2~Float~Supplier Subtotal 2~100|Field=Supplier Subtotal 3~Float~Supplier Subtotal 3~100|Field=Supplier Unit Price 2~Float~Supplier Unit Price 2~100|Field=Supplier Unit Price 3~Float~Supplier Unit Price 3~100|Field=Supplier 1~String~Supplier 1~100|Field=Supplier Order Qty 1~Integer~Supplier Order Qty 1~100|Field=Supplier Part Number 1~String~Supplier Part Number 1~100|Field=Supplier Stock 1~String~Supplier Stock 1~100|Field=Supplier Unit Price 1~Float~Supplier Unit Price 1~100|Field=Manufacturer 1~String~Manufacturer 1~100|Field=Manufacturer Part Number 1~String~Manufacturer Part Number 1~100|Field=Supplier Currency 1~String~Supplier Currency 1~100|Field=Supplier Subtotal 1~Float~Supplier Subtotal 1~100|Field=Manufacturer~String~Manufacturer~100|ReportField=Currency~EUR|ReportField=ProductionQuantity~1|ReportField=ProjectFileName~LaserPower_board.PrjPcb|ReportField=ProjectFullPath~Y:\2019\z_LaserDriverBox_publishing\LaserPower_board\LaserPower_board.PrjPcb|ReportField=Title~Bill of Materials For BOM Document [BOM1.BomDoc]|ReportField=TotalQuantity~31|ReportField=ReportTime~11:23:55|ReportField=ReportDate~09.09.2019|ReportField=ReportDateTime~09.09.2019 11:23:55|ReportField=OutputName~Bill of Materials|ReportField=OutputType~BOM_PartType|ReportField=GeneratorName~BOM|ReportField=GeneratorDescription~Bill of Materials|ReportField=VariantName~None|ReportField=Address1~|ReportField=Address2~|ReportField=Address3~|ReportField=Address4~|ReportField=Application_BuildNumber~|ReportField=ApprovedBy~|ReportField=Author~|ReportField=CheckedBy~|ReportField=CompanyName~|ReportField=CurrentDate~09.09.2019|ReportField=CurrentTime~10:36:40|ReportField=Date~|ReportField=DocumentFullPathAndName~Y:\2019\z_LaserDriverBox_publishing\LaserPower_board\Sheet1.SchDoc|ReportField=DocumentName~Sheet1.SchDoc|ReportField=DocumentNumber~|ReportField=DrawnBy~|ReportField=Engineer~|ReportField=ImagePath~|ReportField=ModifiedDate~09.09.2019|ReportField=Organization~|ReportField=ProjectName~LaserPower_board.PrjPcb|ReportField=Revision~|ReportField=Rule~|ReportField=SheetNumber~|ReportField=SheetTotal~1|ReportField=Time~|ReportField=Title~|ReportField=DataSourceFileName~BOM1.BomDoc|ReportField=DataSourceFullPath~Y:\2019\z_LaserDriverBox_publishing\LaserPower_board\BOM1.BomDoc|ReportField=PCBConfigurationName~Default Configuration|ReportField=Item~|ReportField=ItemRevision~|ReportField=ItemAndRevision~|ReportField=ItemRevisionBase~|ReportField=ItemRevisionLevel1~|ReportField=ItemRevisionLevel2~|ReportField=ItemRevisionLevel1AndBase~|ReportField=ItemRevisionLevel2AndLevel1~
11|61300311121|3Pol; gerade; WR-PHD 2.54 mm THT Pin Header|J5|61300311121|CMP-001-0072-1|61300311121|1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||Mouser|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300311121%26seller%3DMouser%26sku%3D710-61300311121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}710-61300311121{URL.TIP}Supplier|46148|0,12|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300311121%26seller%3DMouser%26sku%3D710-61300311121%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Wurth%20Electronics{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DWurth%2520Electronics%26mpn%3D61300311121%26seller%3DMouser%26sku%3D710-61300311121%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}61300311121{URL.TIP}Manufacturer|EUR||Wurth Electronics
12|0|0805 Yageo Standard BlackBox Resistors|R1|YAGO-RC0805_M|CMP-001-0027-2||1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||Yageo
13|9k|0805 Yageo Standard BlackBox Resistors|R2|YAGO-RC0805_M|CMP-001-0027-2||1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||Yageo
14|1k|0805 Yageo Standard BlackBox Resistors|R3, R4, R5, R6, R7, R9, R11|YAGO-RC0805_M|CMP-001-0027-2||7|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||Yageo
15|0805 / 100k|0805 Yageo Standard BlackBox Resistors|R8|YAGO-RC0805_M|CMP-001-0027-2||1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||||{URL}{URL.TEXT}{URL.TIP}Supplier|||{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||Yageo
16|1kOhm|Trimmer_stehend_rechteckig_Verstellung-von-Seite|R10, R12|Typ 3296Y|CMP-001-0079-1|3296Y-1-102LF|2|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||RSComponents|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3D3296Y-1-102LF%26seller%3DRSComponents%26sku%3D522-0063P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}522-0063P{URL.TIP}Supplier|2134|1,88|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3D3296Y-1-102LF%26seller%3DRSComponents%26sku%3D522-0063P%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Bourns{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DBourns%26mpn%3D3296Y-1-102LF%26seller%3DRSComponents%26sku%3D522-0063P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}3296Y-1-102LF{URL.TIP}Manufacturer|EUR||Bourns
17|OPA350UA|High-Speed, Single-Supply, Rail-to-Rail Operational Amplifier MicroAmplifier(TM) Series, 2.7 to 5.5 V, -40 to 85 degC, 8-pin SOIC (D8), Green (RoHS & no Sb/Br)|U1|D0008A_M|CMP-00488-1|OPA350UA|1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||RSComponents|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DOPA350UA%26seller%3DRSComponents%26sku%3D4618790P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}4618790P{URL.TIP}Supplier|478||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DOPA350UA%26seller%3DRSComponents%26sku%3D4618790P%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DOPA350UA%26seller%3DRSComponents%26sku%3D4618790P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}OPA350UA{URL.TIP}Manufacturer|EUR||Texas Instruments
18|AD8029ARZ|Single Channel RRIO Operational Amplifier, 125 MHz BW, 62 V/us SR, Industrial, 8-pin SOIC (R-8), Tube|U2|ADI-R-8_L|CMP-00480-1|AD8029ARZ|1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||RSComponents|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAnalog%2520Devices%26mpn%3DAD8029ARZ%26seller%3DRSComponents%26sku%3D7097023%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}7097023{URL.TIP}Supplier|40||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAnalog%2520Devices%26mpn%3DAD8029ARZ%26seller%3DRSComponents%26sku%3D7097023%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Analog%20Devices{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DAnalog%2520Devices%26mpn%3DAD8029ARZ%26seller%3DRSComponents%26sku%3D7097023%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}AD8029ARZ{URL.TIP}Manufacturer|EUR||Analog Devices
19|LM1117IMP-3.3/NOPB|800mA Low-Dropout Linear Regulator, 4-pin SOT-223, Pb-Free|U3|DCY0004A_N|CMP-00484-1|LM1117IMP-3.3/NOPB|1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||RSComponents|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DLM1117IMP-3.3%252FNOPB%26seller%3DRSComponents%26sku%3D5358635P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}5358635P{URL.TIP}Supplier|21982||{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DLM1117IMP-3.3%252FNOPB%26seller%3DRSComponents%26sku%3D5358635P%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DLM1117IMP-3.3%252FNOPB%26seller%3DRSComponents%26sku%3D5358635P%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}LM1117IMP-3.3%2FNOPB{URL.TIP}Manufacturer|EUR||Texas Instruments
20|OPA227U|High Precision, Low Noise Operational Amplifier, 5 to 36 V, -55 to 125 degC, 8-pin SOIC (D8), Green (RoHS & no Sb/Br)|U4|D0008A_M|CMP-00481-1|OPA227U|1|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Component|{URL}{URL.TEXT}{URL.TIP}Manufacturer|{URL}{URL.TEXT}{URL.TIP}Manufacturer|||||||{URL}{URL.TEXT}{URL.TIP}Supplier|{URL}{URL.TEXT}{URL.TIP}Supplier|||||||RSComponents|1|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DOPA227U%26seller%3DRSComponents%26sku%3D660-7739%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dsupplier%26{URL.TEXT}660-7739{URL.TIP}Supplier|57|5,65|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DOPA227U%26seller%3DRSComponents%26sku%3D660-7739%26country%3DDE%26channel%3DBOM%2520Report%26{URL.TEXT}Texas%20Instruments{URL.TIP}Component|{URL}https:%2F%2Foctopart-clicks.com%2Fclick%2Faltium%3Fmanufacturer%3DTexas%2520Instruments%26mpn%3DOPA227U%26seller%3DRSComponents%26sku%3D660-7739%26country%3DDE%26channel%3DBOM%2520Report%26ref%3Dman%26{URL.TEXT}OPA227U{URL.TIP}Manufacturer|EUR||Texas Instruments
