Item,Serial,Company,"Price (eur, 25/01/19)",Link (25/01/19)
Agitation motor,a15112300ux0142,Sourcingmap,3.64,http://www.sourcingmap.com/dc-156v-16500rpm-vibration-electric-micro-mini-motor-140-for-massager-p-811318.html
